Level,District Code,District Name,School Name,Test,Grade,Number of Total Records,Number of Valid Scores,Number of No Scores,Participation Rate,Total Score Mean Score,Total Score Standard Deviation,Evidence-Based Reading & Writing Mean Score,Evidence-Based Reading & Writing Standard Deviation,Mathematics Mean Score,Mathematics Standard Deviation,Total Score Mean Score,Evidence-Based Reading & Writing Mean Score,Mathematics Mean Score,Total Score Mean Score,Evidence-Based Reading & Writing Mean Score,Mathematics Mean Score
SCHOOL,2730,DEL NORTE C-7,DEL NORTE HIGH JR./SR. HIGH SCHOOL,PSAT,09,      26,      24,       2,92.3,872,126,433,79,439,63,848,421,427,24,12,12
SCHOOL,2730,DEL NORTE C-7,DEL NORTE HIGH JR./SR. HIGH SCHOOL,PSAT,10,      27,      24,       3,88.9,900,160,458,90,442,76,864,442,422,36,16,20
SCHOOL,2730,DEL NORTE C-7,DEL NORTE HIGH JR./SR. HIGH SCHOOL,SAT,11,      33,      32,       1,97.0,893,142,452,75,441,76,953,479,474,-60,-27,-33
SCHOOL,2740,MONTE VISTA C-8,BYRON SYRING DELTA CENTER,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,NA,NA,NA,NA,NA,NA
SCHOOL,2740,MONTE VISTA C-8,BYRON SYRING DELTA CENTER,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,2740,MONTE VISTA C-8,BYRON SYRING DELTA CENTER,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,2740,MONTE VISTA C-8,MONTE VISTA SENIOR HIGH SCHOOL,PSAT,09,      78,      77,       1,98.7,815,160,415,79,399,91,831,426,405,-16,-11,-6
SCHOOL,2740,MONTE VISTA C-8,MONTE VISTA SENIOR HIGH SCHOOL,PSAT,10,      73,      72,       1,98.6,847,130,433,75,414,62,841,429,412,6,4,2
SCHOOL,2740,MONTE VISTA C-8,MONTE VISTA SENIOR HIGH SCHOOL,SAT,11,      53,      52,       1,98.1,880,150,449,74,432,87,918,469,449,-38,-20,-17
SCHOOL,2740,MONTE VISTA C-8,MONTE VISTA ON-LINE ACADEMY,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,2740,MONTE VISTA C-8,MONTE VISTA ON-LINE ACADEMY,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,2740,MONTE VISTA C-8,MONTE VISTA ON-LINE ACADEMY,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,2750,SARGENT RE-33J,SARGENT SENIOR HIGH SCHOOL,PSAT,09,      30,      30,       0,100.0,937,167,492,104,445,74,867,451,417,70,41,28
SCHOOL,2750,SARGENT RE-33J,SARGENT SENIOR HIGH SCHOOL,PSAT,10,      33,      33,       0,100.0,872,113,462,71,410,60,986,504,482,-114,-42,-72
SCHOOL,2750,SARGENT RE-33J,SARGENT SENIOR HIGH SCHOOL,SAT,11,      23,      23,       0,100.0,1037,103,544,61,493,53,957,495,463,80,49,30
SCHOOL,2760,HAYDEN RE-1,HAYDEN HIGH SCHOOL,PSAT,09,      36,      36,       0,100.0,894,138,461,75,433,71,887,447,440,7,14,-7
SCHOOL,2760,HAYDEN RE-1,HAYDEN HIGH SCHOOL,PSAT,10,      34,      34,       0,100.0,892,113,453,75,439,51,871,450,422,21,3,17
SCHOOL,2760,HAYDEN RE-1,HAYDEN HIGH SCHOOL,SAT,11,      21,      21,       0,100.0,916,160,471,111,444,66,1037,538,499,-121,-67,-55
SCHOOL,2770,STEAMBOAT SPRINGS RE-2,STEAMBOAT SPRINGS HIGH SCHOOL,PSAT,09,     225,     219,       6,97.3,- -,- -,- -,- -,- -,- -,995,496,499,- -,- -,- -
SCHOOL,2770,STEAMBOAT SPRINGS RE-2,STEAMBOAT SPRINGS HIGH SCHOOL,PSAT,10,     215,     207,       8,96.3,1035,167,519,92,516,88,1014,507,507,21,12,9
SCHOOL,2770,STEAMBOAT SPRINGS RE-2,STEAMBOAT SPRINGS HIGH SCHOOL,SAT,11,     182,     165,      17,90.7,1088,169,548,86,541,95,1094,547,547,-6,1,-6
SCHOOL,2770,STEAMBOAT SPRINGS RE-2,YAMPA VALLEY HIGH SCHOOL,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,2770,STEAMBOAT SPRINGS RE-2,YAMPA VALLEY HIGH SCHOOL,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,2770,STEAMBOAT SPRINGS RE-2,YAMPA VALLEY HIGH SCHOOL,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,2780,SOUTH ROUTT RE 3,SOROCO HIGH SCHOOL,PSAT,09,      41,      39,       2,95.1,933,143,465,79,468,68,937,476,461,-4,-11,7
SCHOOL,2780,SOUTH ROUTT RE 3,SOROCO HIGH SCHOOL,PSAT,10,      23,      22,       1,95.7,978,173,492,103,486,73,990,502,487,-12,-10,-1
SCHOOL,2780,SOUTH ROUTT RE 3,SOROCO HIGH SCHOOL,SAT,11,      26,      26,       0,100.0,1031,127,525,69,506,78,1061,532,529,-30,-7,-23
SCHOOL,2790,MOUNTAIN VALLEY RE 1,MOUNTAIN VALLEY SCHOOL,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,2790,MOUNTAIN VALLEY RE 1,MOUNTAIN VALLEY SCHOOL,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,2790,MOUNTAIN VALLEY RE 1,MOUNTAIN VALLEY SCHOOL,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,2800,MOFFAT 2,CRESTONE CHARTER SCHOOL,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,2800,MOFFAT 2,CRESTONE CHARTER SCHOOL,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,2800,MOFFAT 2,CRESTONE CHARTER SCHOOL,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,2800,MOFFAT 2,MOFFAT PREK-12 SCHOOL,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,2800,MOFFAT 2,MOFFAT PREK-12 SCHOOL,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,2800,MOFFAT 2,MOFFAT PREK-12 SCHOOL,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,2810,CENTER 26 JT,THE ACADEMIC RECOVERY CENTER OF SAN LUIS VALLEY,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,2810,CENTER 26 JT,THE ACADEMIC RECOVERY CENTER OF SAN LUIS VALLEY,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,2810,CENTER 26 JT,THE ACADEMIC RECOVERY CENTER OF SAN LUIS VALLEY,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,2810,CENTER 26 JT,CENTER VIRTUAL ACADEMY,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,2810,CENTER 26 JT,CENTER VIRTUAL ACADEMY,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,2810,CENTER 26 JT,CENTER HIGH SCHOOL,PSAT,09,      41,      40,       1,97.6,- -,- -,- -,- -,- -,- -,773,391,382,- -,- -,- -
SCHOOL,2810,CENTER 26 JT,CENTER HIGH SCHOOL,PSAT,10,      41,      41,       0,100.0,805,104,418,64,387,55,843,418,425,-38,0,-38
SCHOOL,2810,CENTER 26 JT,CENTER HIGH SCHOOL,SAT,11,      34,      34,       0,100.0,875,137,443,71,431,73,852,432,420,23,11,11
SCHOOL,2820,SILVERTON 1,SILVERTON HIGH SCHOOL,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,2820,SILVERTON 1,SILVERTON HIGH SCHOOL,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,2820,SILVERTON 1,SILVERTON HIGH SCHOOL,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,2830,TELLURIDE R-1,TELLURIDE HIGH SCHOOL,PSAT,09,      81,      75,       6,92.6,978,162,493,90,485,85,1028,517,511,-50,-24,-26
SCHOOL,2830,TELLURIDE R-1,TELLURIDE HIGH SCHOOL,PSAT,10,      54,      51,       3,94.4,1056,193,535,107,520,103,994,504,490,62,31,30
SCHOOL,2830,TELLURIDE R-1,TELLURIDE HIGH SCHOOL,SAT,11,      68,      64,       4,94.1,1108,220,554,113,554,118,1117,561,555,-9,-7,-1
SCHOOL,2840,NORWOOD R-2J,NORWOOD PUBLIC SCHOOLS,PSAT,09,      18,      17,       1,94.4,913,122,459,65,454,69,- -,- -,- -,- -,- -,- -
SCHOOL,2840,NORWOOD R-2J,NORWOOD PUBLIC SCHOOLS,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,934,459,475,- -,- -,- -
SCHOOL,2840,NORWOOD R-2J,NORWOOD PUBLIC SCHOOLS,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,1018,519,499,- -,- -,- -
SCHOOL,2862,JULESBURG RE-1,DESTINATIONS CAREER ACADEMY OF COLORADO,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,896,458,437,- -,- -,- -
SCHOOL,2862,JULESBURG RE-1,DESTINATIONS CAREER ACADEMY OF COLORADO,PSAT,10,      80,      34,      46,42.5,887,153,454,91,434,81,857,447,410,30,7,24
SCHOOL,2862,JULESBURG RE-1,DESTINATIONS CAREER ACADEMY OF COLORADO,SAT,11,      66,      42,      24,63.6,946,113,491,66,455,62,940,483,457,6,8,-2
SCHOOL,2862,JULESBURG RE-1,JULESBURG HIGH SCHOOL,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,859,429,430,- -,- -,- -
SCHOOL,2862,JULESBURG RE-1,JULESBURG HIGH SCHOOL,PSAT,10,      21,      16,       5,76.2,888,96,444,63,444,50,963,480,483,-75,-36,-39
SCHOOL,2862,JULESBURG RE-1,JULESBURG HIGH SCHOOL,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,2865,REVERE SCHOOL DISTRICT,REVERE JUNIOR-SENIOR HIGH SCHOOL,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,2865,REVERE SCHOOL DISTRICT,REVERE JUNIOR-SENIOR HIGH SCHOOL,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,2865,REVERE SCHOOL DISTRICT,REVERE JUNIOR-SENIOR HIGH SCHOOL,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,3000,SUMMIT RE-1,SNOWY PEAKS JUNIOR/SENIOR HIGH SCHOOL,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,3000,SUMMIT RE-1,SNOWY PEAKS JUNIOR/SENIOR HIGH SCHOOL,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,850,431,419,- -,- -,- -
SCHOOL,3000,SUMMIT RE-1,SNOWY PEAKS JUNIOR/SENIOR HIGH SCHOOL,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,3000,SUMMIT RE-1,SUMMIT HIGH SCHOOL,PSAT,09,     255,     248,       7,97.3,921,168,459,87,463,88,941,470,470,-20,-11,-7
SCHOOL,3000,SUMMIT RE-1,SUMMIT HIGH SCHOOL,PSAT,10,     217,     212,       5,97.7,972,184,485,96,487,98,977,489,487,-5,-4,0
SCHOOL,3000,SUMMIT RE-1,SUMMIT HIGH SCHOOL,SAT,11,     245,     238,       7,97.1,1030,202,513,104,517,108,1038,517,520,-8,-4,-3
SCHOOL,3010,CRIPPLE CREEK-VICTOR RE-1,CRIPPLE CREEK-VICTOR JUNIOR-SENIOR HIGH SCHOOL,PSAT,09,      30,      28,       2,93.3,819,105,412,60,407,57,810,407,403,9,5,4
SCHOOL,3010,CRIPPLE CREEK-VICTOR RE-1,CRIPPLE CREEK-VICTOR JUNIOR-SENIOR HIGH SCHOOL,PSAT,10,      20,      19,       1,95.0,824,128,423,75,401,64,- -,- -,- -,- -,- -,- -
SCHOOL,3010,CRIPPLE CREEK-VICTOR RE-1,CRIPPLE CREEK-VICTOR JUNIOR-SENIOR HIGH SCHOOL,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,1044,543,501,- -,- -,- -
SCHOOL,3020,WOODLAND PARK RE-2,WOODLAND PARK HIGH SCHOOL,PSAT,09,     178,     174,       4,97.8,883,157,450,88,433,81,914,462,452,-31,-12,-19
SCHOOL,3020,WOODLAND PARK RE-2,WOODLAND PARK HIGH SCHOOL,PSAT,10,     208,     200,       8,96.2,922,160,475,91,447,80,901,453,448,21,22,-1
SCHOOL,3020,WOODLAND PARK RE-2,WOODLAND PARK HIGH SCHOOL,SAT,11,     155,     144,      11,92.9,970,176,494,88,476,99,1010,507,503,-40,-13,-27
SCHOOL,3030,AKRON R-1,AKRON HIGH SCHOOL,PSAT,09,      25,      23,       2,92.0,823,107,420,67,403,53,918,463,455,-95,-43,-52
SCHOOL,3030,AKRON R-1,AKRON HIGH SCHOOL,PSAT,10,      22,      20,       2,90.9,908,148,463,92,446,66,- -,- -,- -,- -,- -,- -
SCHOOL,3030,AKRON R-1,AKRON HIGH SCHOOL,SAT,11,      16,      16,       0,100.0,942,159,494,82,448,97,1014,500,513,-72,-6,-65
SCHOOL,3040,ARICKAREE R-2,ARICKAREE UNDIVIDED HIGH SCHOOL,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,3040,ARICKAREE R-2,ARICKAREE UNDIVIDED HIGH SCHOOL,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,3040,ARICKAREE R-2,ARICKAREE UNDIVIDED HIGH SCHOOL,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,3050,OTIS R-3,OTIS JUNIOR-SENIOR HIGH SCHOOL,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,825,409,416,- -,- -,- -
SCHOOL,3050,OTIS R-3,OTIS JUNIOR-SENIOR HIGH SCHOOL,PSAT,10,      18,      18,       0,100.0,871,113,435,67,436,52,- -,- -,- -,- -,- -,- -
SCHOOL,3050,OTIS R-3,OTIS JUNIOR-SENIOR HIGH SCHOOL,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,930,466,464,- -,- -,- -
SCHOOL,3060,LONE STAR 101,LONE STAR UNDIVIDED HIGH SCHOOL,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,3060,LONE STAR 101,LONE STAR UNDIVIDED HIGH SCHOOL,PSAT,10,      17,      16,       1,94.1,929,123,466,73,463,58,- -,- -,- -,- -,- -,- -
SCHOOL,3060,LONE STAR 101,LONE STAR UNDIVIDED HIGH SCHOOL,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,3070,WOODLIN R-104,WOODLIN UNDIVIDED HIGH SCHOOL,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,3070,WOODLIN R-104,WOODLIN UNDIVIDED HIGH SCHOOL,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,3070,WOODLIN R-104,WOODLIN UNDIVIDED HIGH SCHOOL,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,3080,WELD COUNTY RE-1,VALLEY HIGH SCHOOL,PSAT,09,     144,     144,       0,100.0,829,147,423,79,406,80,823,416,408,6,7,-2
SCHOOL,3080,WELD COUNTY RE-1,VALLEY HIGH SCHOOL,PSAT,10,     129,     127,       2,98.4,878,138,446,84,432,62,859,443,416,19,3,16
SCHOOL,3080,WELD COUNTY RE-1,VALLEY HIGH SCHOOL,SAT,11,     124,     121,       3,97.6,896,165,451,86,445,88,922,469,453,-26,-18,-8
SCHOOL,3085,EATON RE-2,EATON HIGH SCHOOL,PSAT,09,     161,     160,       1,99.4,913,142,464,74,449,77,937,477,460,-24,-13,-11
SCHOOL,3085,EATON RE-2,EATON HIGH SCHOOL,PSAT,10,     138,     135,       3,97.8,967,145,491,84,477,73,940,476,464,27,15,13
SCHOOL,3085,EATON RE-2,EATON HIGH SCHOOL,SAT,11,     130,     128,       2,98.5,991,177,499,92,492,96,1022,509,513,-31,-10,-21
SCHOOL,3090,WELD COUNTY SCHOOL DISTRICT RE-3J,WELD CENTRAL SENIOR HIGH SCHOOL,PSAT,09,     186,     180,       6,96.8,838,146,420,78,417,80,830,417,413,8,3,4
SCHOOL,3090,WELD COUNTY SCHOOL DISTRICT RE-3J,WELD CENTRAL SENIOR HIGH SCHOOL,PSAT,10,     164,     158,       6,96.3,855,134,432,83,423,60,862,435,427,-7,-3,-4
SCHOOL,3090,WELD COUNTY SCHOOL DISTRICT RE-3J,WELD CENTRAL SENIOR HIGH SCHOOL,SAT,11,     162,     158,       4,97.5,896,177,456,94,440,93,911,456,455,-15,0,-15
SCHOOL,3100,WINDSOR RE-4,WINDSOR CHARTER ACADEMY MIDDLE AND EARLY COLLEGE H,PSAT,09,     102,     101,       1,99.0,986,161,508,88,477,83,982,495,487,4,13,-10
SCHOOL,3100,WINDSOR RE-4,WINDSOR CHARTER ACADEMY MIDDLE AND EARLY COLLEGE H,PSAT,10,      65,      64,       1,98.5,1015,165,521,95,494,80,1020,516,504,-5,5,-10
SCHOOL,3100,WINDSOR RE-4,WINDSOR CHARTER ACADEMY MIDDLE AND EARLY COLLEGE H,SAT,11,      56,      56,       0,100.0,1048,181,518,94,529,100,1058,538,520,-10,-20,9
SCHOOL,3100,WINDSOR RE-4,WINDSOR HIGH SCHOOL,PSAT,09,     427,     417,      10,97.7,913,151,458,82,454,79,900,449,451,13,9,3
SCHOOL,3100,WINDSOR RE-4,WINDSOR HIGH SCHOOL,PSAT,10,     402,     391,      11,97.3,922,164,468,93,455,81,966,487,479,-44,-19,-24
SCHOOL,3100,WINDSOR RE-4,WINDSOR HIGH SCHOOL,SAT,11,     370,     363,       7,98.1,1009,195,511,101,499,103,1042,523,518,-33,-12,-19
SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,ROOSEVELT HIGH SCHOOL,PSAT,09,     265,     253,      12,95.5,866,161,435,85,431,86,882,448,435,-16,-13,-4
SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,ROOSEVELT HIGH SCHOOL,PSAT,10,     274,     256,      18,93.4,914,166,458,92,456,86,916,462,455,-2,-4,1
SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,ROOSEVELT HIGH SCHOOL,SAT,11,     261,     240,      21,92.0,979,178,489,88,490,101,1004,503,501,-25,-14,-11
SCHOOL,3120,GREELEY 6,FRONTIER CHARTER ACADEMY,PSAT,09,     100,      99,       1,99.0,976,162,499,87,477,85,946,483,463,30,16,14
SCHOOL,3120,GREELEY 6,FRONTIER CHARTER ACADEMY,PSAT,10,      90,      89,       1,98.9,978,165,507,91,471,85,988,512,477,-10,-5,-6
SCHOOL,3120,GREELEY 6,FRONTIER CHARTER ACADEMY,SAT,11,      82,      81,       1,98.8,1039,155,529,84,510,84,1074,549,524,-35,-20,-14
SCHOOL,3120,GREELEY 6,EARLY COLLEGE ACADEMY,PSAT,09,      83,      83,       0,100.0,982,141,497,84,486,69,907,452,455,75,45,31
SCHOOL,3120,GREELEY 6,EARLY COLLEGE ACADEMY,PSAT,10,      71,      70,       1,98.6,977,130,485,75,492,68,979,498,481,-2,-13,11
SCHOOL,3120,GREELEY 6,EARLY COLLEGE ACADEMY,SAT,11,      52,      52,       0,100.0,1017,129,506,71,511,71,1004,502,501,13,4,10
SCHOOL,3120,GREELEY 6,UNIVERSITY SCHOOLS,PSAT,09,     174,     172,       2,98.9,870,130,438,76,432,66,895,447,448,-25,-9,-16
SCHOOL,3120,GREELEY 6,UNIVERSITY SCHOOLS,PSAT,10,     145,     142,       3,97.9,930,160,472,90,457,78,936,476,460,-6,-4,-3
SCHOOL,3120,GREELEY 6,UNIVERSITY SCHOOLS,SAT,11,     148,     148,       0,100.0,983,166,500,83,483,91,1019,512,507,-36,-12,-24
SCHOOL,3120,GREELEY 6,GREELEY CENTRAL HIGH SCHOOL,PSAT,09,     455,     434,      21,95.4,797,155,407,82,390,83,802,407,395,-5,0,-5
SCHOOL,3120,GREELEY 6,GREELEY CENTRAL HIGH SCHOOL,PSAT,10,     368,     343,      25,93.2,841,138,427,81,414,68,852,439,412,-11,-12,2
SCHOOL,3120,GREELEY 6,GREELEY CENTRAL HIGH SCHOOL,SAT,11,     340,     322,      18,94.7,913,179,463,98,450,90,913,465,448,0,-2,2
SCHOOL,3120,GREELEY 6,GREELEY WEST HIGH SCHOOL,PSAT,09,     439,     418,      21,95.2,840,151,422,78,418,83,819,413,406,21,9,12
SCHOOL,3120,GREELEY 6,GREELEY WEST HIGH SCHOOL,PSAT,10,     409,     382,      27,93.4,865,148,439,86,426,73,842,428,414,23,11,12
SCHOOL,3120,GREELEY 6,GREELEY WEST HIGH SCHOOL,SAT,11,     369,     353,      16,95.7,900,169,456,90,444,89,912,464,448,-12,-8,-4
SCHOOL,3120,GREELEY 6,JEFFERSON JUNIOR/SENIOR HIGH,PSAT,09,      77,      47,      30,61.0,696,76,358,39,338,49,704,355,349,-8,3,-11
SCHOOL,3120,GREELEY 6,JEFFERSON JUNIOR/SENIOR HIGH,PSAT,10,     100,      86,      14,86.0,756,80,375,46,381,49,743,378,365,13,-3,16
SCHOOL,3120,GREELEY 6,JEFFERSON JUNIOR/SENIOR HIGH,SAT,11,     196,     170,      26,86.7,763,92,393,56,370,51,843,428,415,-80,-35,-45
SCHOOL,3120,GREELEY 6,NORTHRIDGE HIGH SCHOOL,PSAT,09,     283,     274,       9,96.8,809,153,411,78,397,84,813,411,402,-4,0,-5
SCHOOL,3120,GREELEY 6,NORTHRIDGE HIGH SCHOOL,PSAT,10,     296,     282,      14,95.3,843,137,429,77,414,70,844,430,415,-1,-1,-1
SCHOOL,3120,GREELEY 6,NORTHRIDGE HIGH SCHOOL,SAT,11,     240,     229,      11,95.4,897,180,460,97,438,92,893,458,435,4,2,3
SCHOOL,3120,GREELEY 6,UNION COLONY PREPARATORY SCHOOL,PSAT,09,      62,      61,       1,98.4,877,140,452,82,425,70,897,465,432,-20,-13,-7
SCHOOL,3120,GREELEY 6,UNION COLONY PREPARATORY SCHOOL,PSAT,10,      45,      45,       0,100.0,940,130,485,74,456,71,986,510,476,-46,-25,-20
SCHOOL,3120,GREELEY 6,UNION COLONY PREPARATORY SCHOOL,SAT,11,      47,      47,       0,100.0,1034,197,524,111,511,94,1028,509,519,6,15,-8
SCHOOL,3130,PLATTE VALLEY RE-7,PLATTE VALLEY HIGH SCHOOL,PSAT,09,      89,      89,       0,100.0,918,159,447,82,471,85,865,426,439,53,21,32
SCHOOL,3130,PLATTE VALLEY RE-7,PLATTE VALLEY HIGH SCHOOL,PSAT,10,      87,      86,       1,98.9,899,164,446,83,453,92,908,454,454,-9,-8,-1
SCHOOL,3130,PLATTE VALLEY RE-7,PLATTE VALLEY HIGH SCHOOL,SAT,11,      84,      84,       0,100.0,954,169,473,88,481,90,998,496,502,-44,-23,-21
SCHOOL,3140,WELD COUNTY S/D RE-8,FORT LUPTON HIGH SCHOOL,PSAT,09,     177,     161,      16,91.0,793,123,396,62,397,73,811,396,414,-18,0,-17
SCHOOL,3140,WELD COUNTY S/D RE-8,FORT LUPTON HIGH SCHOOL,PSAT,10,     161,     145,      16,90.1,822,136,406,77,416,72,835,420,415,-13,-14,1
SCHOOL,3140,WELD COUNTY S/D RE-8,FORT LUPTON HIGH SCHOOL,SAT,11,     146,     130,      16,89.0,900,160,452,86,448,85,891,453,438,9,-1,10
SCHOOL,3145,AULT-HIGHLAND RE-9,HIGHLAND HIGH SCHOOL,PSAT,09,      69,      67,       2,97.1,880,135,437,72,444,75,855,424,430,25,13,14
SCHOOL,3145,AULT-HIGHLAND RE-9,HIGHLAND HIGH SCHOOL,PSAT,10,      74,      72,       2,97.3,875,164,435,87,441,87,914,459,455,-39,-24,-14
SCHOOL,3145,AULT-HIGHLAND RE-9,HIGHLAND HIGH SCHOOL,SAT,11,      66,      61,       5,92.4,985,164,495,89,490,88,929,465,464,56,30,26
SCHOOL,3146,BRIGGSDALE RE-10,BRIGGSDALE UNDIVIDED HIGH SCHOOL,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,3146,BRIGGSDALE RE-10,BRIGGSDALE UNDIVIDED HIGH SCHOOL,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,916,460,457,- -,- -,- -
SCHOOL,3146,BRIGGSDALE RE-10,BRIGGSDALE UNDIVIDED HIGH SCHOOL,SAT,11,      19,      18,       1,94.7,947,189,477,105,470,97,984,489,495,-37,-12,-25
SCHOOL,3147,PRAIRIE RE-11,PRAIRIE JUNIOR-SENIOR HIGH SCHOOL,PSAT,09,      16,      16,       0,100.0,951,104,469,60,481,54,- -,- -,- -,- -,- -,- -
SCHOOL,3147,PRAIRIE RE-11,PRAIRIE JUNIOR-SENIOR HIGH SCHOOL,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,1037,519,518,- -,- -,- -
SCHOOL,3147,PRAIRIE RE-11,PRAIRIE JUNIOR-SENIOR HIGH SCHOOL,SAT,11,      17,      17,       0,100.0,989,251,490,122,499,134,- -,- -,- -,- -,- -,- -
SCHOOL,3148,PAWNEE RE-12,PAWNEE SCHOOL PK-12,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
